<USER_REQUEST>
id,question,answer,category,destination,country
136,What food should I try in Paris?,"Try well-reviewed local dishes and regional specialties in Paris. For food planning, balance inexpensive local meals with a few special experiences and account for dietary restrictions.",travel_planning_budget,Paris,France
137,How much should I budget for Agra for 12 days as a business traveler?,"Estimate the trip by adding transport, accommodation, food, local travel, attractions, and a 10–15% contingency. For Agra, the exact amount depends on season, hotel class, group size, and activities.",travel_planning_budget,Agra,India
138,How can I reduce my travel cost in Tokyo?,"Travel in the shoulder or off-season, compare transport and accommodation, use public transit where practical, choose local food, group nearby attractions, and reserve a contingency rather than spending the full budget.",travel_planning_budget,Tokyo,Japan
139,What is a good business plan for Hyderabad for 12 days?,"For a 12-day business trip to Hyderabad, focus on food. Allocate time across major attractions, local food, transport, and rest. Keep a daily budget buffer of about 10–15% for unexpected expenses.",travel_planning_budget,Hyderabad,India
140,What is a good budget plan for Manali for 5 days?,"For a 5-day budget trip to Manali, focus on food. Allocate time across major attractions, local food, transport, and rest. Keep a daily budget buffer of about 10–15% for unexpected expenses.",travel_planning_budget,Manali,India
141,What should I see in Shimla if I like photography?,"Choose attractions and experiences in Shimla that match photography, group them by nearby areas, and avoid packing too many distant locations into one day. Verify opening hours and ticket prices before travel.",travel_planning_budget,Shimla,India
142,How much should I budget for Visakhapatnam for 5 days as a luxury traveler?,"Estimate the trip by adding transport, accommodation, food, local travel, attractions, and a 10–15% contingency. For Visakhapatnam, the exact amount depends on season, hotel class, group size, and activities.",travel_planning_budget,Visakhapatnam,India
143,What should I see in Munnar if I like family activities?,"Choose attractions and experiences in Munnar that match family activities, group them by nearby areas, and avoid packing too many distant locations into one day. Verify opening hours and ticket prices before travel.",travel_planning_budget,Munnar,India
144,How can I make a 10-day itinerary for London?,"Group attractions geographically, assign realistic travel time, leave breaks, and prioritize the user's top interests. Keep one flexible period in the itinerary for delays or spontaneous activities.",travel_planning_budget,London,UK
145,How can I make a 7-day itinerary for Paris?,"Group attractions geographically, assign realistic travel time, leave breaks, and prioritize the user's top interests. Keep one flexible period in the itinerary for delays or spontaneous activities.",travel_planning_budget,Paris,France
146,How can I reduce my travel cost in Munnar?,"Travel in the shoulder or off-season, compare transport and accommodation, use public transit where practical, choose local food, group nearby attractions, and reserve a contingency rather than spending the full budget.",travel_planning_budget,Munnar,India
147,What is the best transport option in Shimla?,"Compare auto-rickshaw options based on distance, time, comfort, and price. For short city trips, public transport can reduce costs; for remote attractions, a taxi or car may be more practical.",travel_planning_budget,Shimla,India
148,What should I see in Singapore if I like history?,"Choose attractions and experiences in Singapore that match history, group them by nearby areas, and avoid packing too many distant locations into one day. Verify opening hours and ticket prices before travel.",travel_planning_budget,Singapore,Singapore
149,What if my budget is too low for Manali?,"Reduce hotel category, use public transport, shorten the trip, travel in a cheaper season, choose free attractions, and compare alternative nearby destinations. Never hide unavoidable costs; show the user which assumptions drive the estimate.",travel_planning_budget,Manali,India
150,How can I reduce my travel cost in Kolkata?,"Travel in the shoulder or off-season, compare transport and accommodation, use public transit where practical, choose local food, group nearby attractions, and reserve a contingency rather than spending the full budget.",travel_planning_budget,Kolkata,India
151,What if my budget is too low for Bangkok?,"Reduce hotel category, use public transport, shorten the trip, travel in a cheaper season, choose free attractions, and compare alternative nearby destinations. Never hide unavoidable costs; show the user which assumptions drive the estimate.",travel_planning_budget,Bangkok,Thailand
152,What is the best transport option in Dubai?,"Compare taxi options based on distance, time, comfort, and price. For short city trips, public transport can reduce costs; for remote attractions, a taxi or car may be more practical.",travel_planning_budget,Dubai,UAE
153,What should I see in Singapore if I like food?,"Choose attractions and experiences in Singapore that match food, group them by nearby areas, and avoid packing too many distant locations into one day. Verify opening hours and ticket prices before travel.",travel_planning_budget,Singapore,Singapore
